2016,,-0.48%,0.98%,-0.31%,0.63%,0.23%,2016-01,100
2017,0.90%,0.11%,0.71%,0.05%,-0.29%,0.34%,2016-02,99.52
2018,0.85%,-0.24%,-0.36%,0.46%,-0.94%,-0.07%,2016-03,100.495296
2019,0.84%,-0.05%,-0.01%,0.59%,0.15%,0.84%,2016-04,100.1837605824
2020,1.21%,-0.27%,-0.44%,1.83%,1.49%,0.25%,2016-05,100.814918274069
,,,,,,,2016-06,101.046792586099
,,,,,,,2016-07,101.046792586099
,,,,,,,2016-08,100.844699000927
,,,,,,,2016-09,101.500189544433
,,,,,,,2016-10,102.494891401969
,,,,,,,2016-11,102.915120456717
,,,,,,,2016-12,103.100367673539
,,,,,,,2017-01,104.028270982601
,,,,,,,2017-02,104.142702080682
,,,,,,,2017-03,104.882115265454
,,,,,,,2017-04,104.934556323087
,,,,,,,2017-05,104.63024610975
,,,,,,,2017-06,104.985988946523
,,,,,,,2017-07,105.552913286835
,,,,,,,2017-08,104.792932311169
,,,,,,,2017-09,105.757027288432
,,,,,,,2017-10,105.746451585703
,,,,,,,2017-11,104.731285650481
,,,,,,,2017-12,105.432985264339
,,,,,,,2018-01,106.329165639086
,,,,,,,2018-02,106.073975641552
,,,,,,,2018-03,105.692109329242
,,,,,,,2018-04,106.178293032157
,,,,,,,2018-05,105.180217077655
,,,,,,,2018-06,105.1065909257
,,,,,,,2018-07,106.231231448605
,,,,,,,2018-08,104.956456671222
,,,,,,,2018-09,106.257916733945
,,,,,,,2018-10,106.438555192393
,,,,,,,2018-11,104.916483853142
,,,,,,,2018-12,103.416178134042
,,,,,,,2019-01,104.284874030368
,,,,,,,2019-02,104.232731593352
,,,,,,,2019-03,104.222308320193
,,,,,,,2019-04,104.837219939282
,,,,,,,2019-05,104.994475769191
,,,,,,,2019-06,105.876429365652
,,,,,,,2019-07,106.310522726052
,,,,,,,2019-08,105.289941707881
,,,,,,,2019-09,105.66898549803
,,,,,,,2019-10,105.732386889329
,,,,,,,2019-11,105.468055922105
,,,,,,,2019-12,105.974302590531
,,,,,,,2020-01,107.256591651877
,,,,,,,2020-02,106.966998854417
,,,,,,,2020-03,106.496344059457
,,,,,,,2020-04,108.445227155745
,,,,,,,2020-05,110.061061040366
,,,,,,,2020-06,110.336213692967
,,,,,,,2020-07,111.196836159772
,,,,,,,2020-08,112.242086419674
,,,,,,,2020-09,111.3665981456
,,,,,,,2020-10,110.48680202025
,,,,,,,2020-11,112.055714608938
,,,,,,,2020-12,112.414292895686
