Date,Index
2007-11,100
2007-12,102.066091622263
2008-01,101.533286468109
2008-02,97.9476964946441
2008-03,94.6065493280872
2008-04,96.0921029752769
2008-05,96.5256269668964
2008-06,94.9435848716782
2008-07,96.2420011615165
2008-08,103.272413952688
2008-09,102.827081916191
2008-10,93.0769317150604
2008-11,107.064363067457
2008-12,121.103940862631
2009-01,120.315155679636
2009-02,122.518929545507
2009-03,117.765356912771
2009-04,123.881927113508
2009-05,120.013861704753
2009-06,123.123737589237
2009-07,118.292984751613
2009-08,120.042542611343
2009-09,123.460411464003
2009-10,124.932757631008
2009-11,123.815658683217
2009-12,126.302441608675
2010-01,130.960208074153
2010-02,127.653195451617
2010-03,133.150529145811
2010-04,134.357474897531
2010-05,142.429350502674
2010-06,145.147379504196
2010-07,139.80067361021
2010-08,147.305793348258
2010-09,135.75984201197
2010-10,139.687824979687
2010-11,137.953662632824
2010-12,133.453112037995
2011-01,127.873246894624
2011-02,125.771298796487
2011-03,125.502950509742
2011-04,121.21371926704
2011-05,127.092917230637
2011-06,130.406142788002
2011-07,132.910087610075
2011-08,134.385347487694
2011-09,136.966657602367
2011-10,135.064365894205
2011-11,143.886338999342
2011-12,146.709109108995
2012-01,145.27283405986
2012-02,144.39196658283
2012-03,145.667293580387
2012-04,150.659689264952
2012-05,158.166950206086
2012-06,156.87707677787
2012-07,159.804968950998
2012-08,159.289895172521
2012-09,158.288675619941
2012-10,162.000709780626
2012-11,164.764844986885
2012-12,161.834848151202
2013-01,153.521951214012
2013-02,155.773118594269
2013-03,156.589526652741
2013-04,162.632411025783
2013-05,155.305666376825
2013-06,152.286786202885
2013-07,148.273201875547
2013-08,146.190631807123
2013-09,146.675974385567
2013-10,149.434254683005
2013-11,150.225359277443
2013-12,147.148220506144
2014-01,148.250344522347
2014-02,153.400118028252
2014-03,154.853884702957
2014-04,157.927346452124
2014-05,166.886822660822
2014-06,167.924744221932
2014-07,171.106288397593
2014-08,175.940182450244
2014-09,178.18846272845
2014-10,184.480098761271
2014-11,186.17811542529
2014-12,188.692520906973
2015-01,205.132130847669
2015-02,210.082340306508
2015-03,215.056773751898
2015-04,211.432782963609
2015-05,213.667211915819
2015-06,204.230966122739
2015-07,214.145604887694
2015-08,207.285590600171
2015-09,203.611458740257
2015-10,212.022245631008
2015-11,218.262302767098
2015-12,206.800170240955
2016-01,211.303132728922
2016-02,214.252724925575
2016-03,210.324172666998
2016-04,210.938196977735
2016-05,218.084854730828
2016-06,230.711981403665
2016-07,236.938777887319
2016-08,239.235727678256
2016-09,241.375078072477
2016-10,249.216605819522
2016-11,242.92756196648
2016-12,244.473499173798
2017-01,241.120634594332
2017-02,251.86460313739
2017-03,249.55570720482
2017-04,251.108568074714
2017-05,249.983836710622
2017-06,240.350708729715
2017-07,233.159149569991
2017-08,233.814694114494
2017-09,237.598043418194
2017-10,245.020506985597
2017-11,245.877096950901
2017-12,242.338063439702
2018-01,232.188401045166
2018-02,236.904976574209
2018-03,241.513557119852
2018-04,245.945693405563
2018-05,247.951106477229
2018-06,250.329029802921
2018-07,248.850431841556
2018-08,253.231887612965
2018-09,251.788137051457
2018-10,253.283222657967
2018-11,249.151351097486
2018-12,251.554184769631
2019-01,265.109364303264
2019-02,272.989567918058
2019-03,278.005419855124
2019-04,284.978576106014
2019-05,287.105088526709
2019-06,288.935386209406
2019-07,300.359119539479
2019-08,311.665116664743
2019-09,308.56260334762
2019-10,305.945102556828
2019-11,300.424930927877
2019-12,302.281254750208
2020-01,315.725714751168
2020-02,310.15338668217
2020-03,275.703610750881
2020-04,282.475611934712
2020-05,287.051765215088
2020-06,292.864893657687
2020-07,283.213904435529
2020-08,283.119493072831
2020-09,288.488416569696
2020-10,285.525363159812
2020-11,283.639092068728
2020-12,279.248926133319
