Date,Index
2001-07,100
2001-08,101.14336223551
2001-09,104.850640396739
2001-10,105.564766282642
2001-11,104.215646051049
2001-12,100.304885686685
2002-01,101.201601585203
2002-02,99.641175915456
2002-03,98.4086250357451
2002-04,100.228162294324
2002-05,97.3844184954849
2002-06,94.6784709986734
2002-07,98.8922833215857
2002-08,99.4804144352594
2002-09,99.4306722778827
2002-10,97.7724361312796
2002-11,97.0194076972786
2002-12,96.9538162996413
2003-01,96.7923614207854
2003-02,96.9985961415059
2003-03,96.7299293430255
2003-04,94.6768800458833
2003-05,93.0273576467045
2003-06,94.9712223905049
2003-07,94.8006741762457
2003-08,96.1642768304574
2003-09,93.5358205821609
2003-10,93.9859014254871
2003-11,91.7277319238618
2003-12,90.3770069828256
2004-01,93.1217841366366
2004-02,93.3077964474332
2004-03,96.5293221657288
2004-04,94.2320555007077
2004-05,92.3808955572971
2004-06,93.49000124596
2004-07,95.3647490148873
2004-08,95.2700240803122
2004-09,93.4799707287874
2004-10,92.8847969372315
2004-11,90.6345858449995
2004-12,91.0920502228845
2005-01,94.6929268532989
2005-02,93.1587447527215
2005-03,94.9261561980119
2005-04,97.0501711578452
2005-05,99.7935138089803
2005-06,104.479335466973
2005-07,102.846002370626
2005-08,101.824726169191
2005-09,102.706054279724
2005-10,104.004194726758
2005-11,104.620171817357
2005-12,104.056138436026
2006-01,100.682406822801
2006-02,104.400253526164
2006-03,102.008259182166
2006-04,98.0294972905777
2006-05,97.5948172968057
2006-06,96.3799307328893
2006-07,97.4591433258261
2006-08,99.2135968646229
2006-09,100.443544224291
2006-10,99.767851278213
2006-11,96.7190544181882
2006-12,95.4620603991245
2007-01,96.1587111921858
2007-02,98.7586244786976
2007-03,98.7515288034178
2007-04,95.8409852613568
2007-05,97.3371148373434
2007-06,95.8704670609192
2007-07,96.4266075693363
2007-08,99.8778703373893
2007-09,95.3039191074862
2007-10,95.6035229058487
2007-11,97.9812281753362
2007-12,98.7718852227581
2008-01,100.038146481406
2008-02,98.5201142042347
2008-03,97.0108254642439
2008-04,95.5430123242364
2008-05,94.813983199695
2008-06,95.2256392615443
2008-07,95.9053517975979
2008-08,100.491578031515
2008-09,105.222233466383
2008-10,113.805062356081
2008-11,122.322264245781
2008-12,125.479981687195
2009-01,129.611028394494
2009-02,136.699772695989
2009-03,127.881338594659
2009-04,126.003125800268
2009-05,122.862628208274
2009-06,125.365467376775
2009-07,119.404754700112
2009-08,120.36170618962
2009-09,120.170393021796
2009-10,122.829074305116
2009-11,123.844950139317
2009-12,121.291082797366
2010-01,126.969676618582
2010-02,122.230606590131
2010-03,123.313080073591
2010-04,123.8200566765
2010-05,131.601116133516
2010-06,132.983014857739
2010-07,127.27824651753
2010-08,132.547290384924
2010-09,123.043545447644
2010-10,125.754186791149
2010-11,124.991214801903
2010-12,122.036766513659
2011-01,118.371741720236
2011-02,117.184120964017
2011-03,115.688815150236
2011-04,113.26549310304
2011-05,116.972064958668
2011-06,119.369606589893
2011-07,121.770024943815
2011-08,124.048561468323
2011-09,129.723912561853
2011-10,123.272308200772
2011-11,130.714853022518
2011-12,131.661271184289
2012-01,131.061674468181
2012-02,127.039377284293
2012-03,127.392804077505
2012-04,130.972945576191
2012-05,139.965920962525
2012-06,134.039344665067
2012-07,133.137753563745
2012-08,132.223617991666
2012-09,130.661364428202
2012-10,132.714051398647
2012-11,133.313648882213
2012-12,129.585796418178
2013-01,125.38527150677
2013-02,125.686032733222
2013-03,127.215201863939
2013-04,129.348387670885
2013-05,126.057637672316
2013-06,127.820349655114
2013-07,125.819048723366
2013-08,126.475794565627
2013-09,125.550211426055
2013-10,125.972636759285
2013-11,128.195245041966
2013-12,124.463339538
2014-01,127.760873026808
2014-02,129.586789197597
2014-03,129.188037026045
2014-04,131.846914308114
2014-05,135.454585483536
2014-06,137.229309561336
2014-07,138.918459522593
2014-08,141.824933184297
2014-09,142.709548073663
2014-10,144.90811932805
2014-11,146.316704508588
2014-12,151.385140031545
2015-01,161.300085927007
2015-02,162.297245639983
2015-03,164.500213673967
2015-04,161.457225721518
2015-05,160.743195964382
2015-06,155.797982282191
2015-07,163.485936141186
2015-08,160.238320210482
2015-09,159.909103447976
2015-10,162.91452000431
2015-11,164.431130837144
2015-12,159.035667529141
2016-01,163.844826622302
2016-02,166.903379128063
2016-03,162.873654500951
2016-04,162.988371019994
2016-05,166.609341159756
2016-06,174.134968779165
2016-07,177.750248176055
2016-08,176.269545395053
2016-09,178.089973502287
2016-10,181.917021694534
2016-11,177.956144496212
2016-12,175.653156470557
2017-01,172.212987095688
2017-02,177.756957002927
2017-03,175.496321268819
2017-04,175.575691914651
2017-05,176.152857488343
2017-06,170.438806720823
2017-07,166.160544570998
2017-08,164.996464462633
2017-09,166.468427770078
2017-10,170.604125134606
2017-11,173.573809552168
2017-12,169.556915612249
2018-01,165.445972285822
2018-02,171.040717454686
2018-03,175.255027989164
2018-04,179.289817693453
2018-05,180.846563528943
2018-06,184.524328667208
2018-07,178.534152362486
2018-08,186.18575865849
2018-09,179.875924300431
2018-10,183.539358626048
2018-11,181.998941632268
2018-12,183.959880306307
2019-01,187.840059096254
2019-02,191.54630585571
2019-03,194.578098708006
2019-04,198.516445806255
2019-05,201.71197860231
2019-06,200.430645468454
2019-07,206.263052873304
2019-08,215.040933215906
2019-09,213.072073104114
2019-10,211.454414596304
2019-11,208.039768680066
2019-12,204.521360920522
2020-01,213.695772739158
2020-02,214.019545847096
2020-03,218.733239831311
2020-04,218.890039180689
2020-05,210.227474697872
2020-06,210.136535239783
