Date,Index
2002-07,100
2002-08,104.436395948292
2002-09,107.573930231896
2002-10,102.3674281852
2002-11,100.443385483709
2002-12,100.617670214484
2003-01,98.8124342055138
2003-02,100.532494072022
2003-03,98.7980203920327
2003-04,96.3703519810051
2003-05,96.6045319192719
2003-06,98.1835386946313
2003-07,92.2959304102361
2003-08,94.9894388476454
2003-09,93.016937355494
2003-10,91.4088462667194
2003-11,88.5271907801081
2003-12,85.7370062493075
2004-01,89.09355966759
2004-02,90.5871146666666
2004-03,93.8090249750692
2004-04,90.0240547938266
2004-05,87.6211684474344
2004-06,89.249060060678
2004-07,92.2964143231763
2004-08,93.525943065031
2004-09,91.424517559161
2004-10,90.0303244469067
2004-11,83.8841874159082
2004-12,84.7176943653871
2005-01,91.8210817032054
2005-02,89.0960652156707
2005-03,91.5586281229389
2005-04,95.3061937211449
2005-05,101.791158311568
2005-06,108.835758921514
2005-07,105.230134467748
2005-08,105.269181122279
2005-09,104.944502072022
2005-10,105.992734712571
2005-11,107.968094113178
2005-12,108.832357451524
2006-01,102.919936709141
2006-02,108.02220860467
2006-03,102.843657934309
2006-04,94.8601561187178
2006-05,93.0900197018863
2006-06,93.5609020277008
2006-07,95.3089936842105
2006-08,98.2619056240601
2006-09,100.952783047091
2006-10,99.9740505927978
2006-11,96.2775819000132
2006-12,94.3597796354043
2007-01,95.2617990576441
2007-02,98.367325461021
2007-03,96.8759839873367
2007-04,93.6091260889065
2007-05,94.8889476322385
2007-06,93.1455289824561
2007-07,94.1797339981533
2007-08,97.6650983258145
2007-09,91.3015145706371
2007-10,91.3352812114497
2007-11,95.4544993156576
2007-12,96.0829877852526
2008-01,96.0885193826672
2008-02,92.7758406373829
2008-03,90.8715282311041
2008-04,89.6786740007915
2008-05,88.286086223981
2008-06,90.2770435478169
2008-07,90.5622292869015
2008-08,98.3505809787627
2008-09,106.535622097349
2008-10,118.108708866904
2008-11,134.455168962406
2008-12,142.287243371587
2009-01,140.407455548345
2009-02,150.007894684079
2009-03,140.692997200369
2009-04,131.479648623664
2009-05,120.829367309854
2009-06,123.402065074265
2009-07,115.425538235061
2009-08,116.021013154993
2009-09,115.217486516291
2009-10,115.26018554597
2009-11,114.219265063712
2009-12,111.498496173064
2010-01,118.334826139032
2010-02,113.579017215671
2010-03,113.89075847408
2010-04,116.880432135075
2010-05,130.414904988788
2010-06,134.556990699908
2010-07,123.832086470914
2010-08,133.745970275162
2010-09,119.528546142198
2010-10,117.452545356022
2010-11,120.11298088801
2010-12,113.138405856747
2011-01,107.419227789474
2011-02,106.839918745284
2011-03,105.001047844875
2011-04,101.190499262894
2011-05,106.823302517346
2011-06,107.376964166205
2011-07,110.265196093391
2011-08,117.400888697533
2011-09,135.155250846063
2011-10,124.16313500277
2011-11,135.437627529877
2011-12,138.009062382272
2012-01,134.884151209603
2012-02,129.041875403245
2012-03,127.386121134415
2012-04,132.863853292178
2012-05,150.367570040892
2012-06,142.087849408785
2012-07,142.250306269885
2012-08,139.134602105263
2012-09,134.090971139111
2012-10,136.049398556602
2012-11,137.650704453766
2012-12,132.536351778393
2013-01,127.283401843556
2013-02,129.651070961615
2013-03,131.273167214668
2013-04,134.874249573407
2013-05,130.783891713494
2013-06,131.874313610553
2013-07,126.637626658647
2013-08,127.036950692521
2013-09,124.012433509036
2013-10,124.184900305501
2013-11,125.548480588841
2013-12,121.363062983775
2014-01,127.606269230972
2014-02,127.999392101306
2014-03,128.193387980055
2014-04,130.819411111991
2014-05,135.690653854531
2014-06,136.297965866245
2014-07,139.714390624561
2014-08,145.340849483709
2014-09,148.83659630128
2014-10,153.289002981137
2014-11,157.676313719668
2014-12,166.929197938425
2015-01,186.713510619707
2015-02,183.965968595172
2015-03,189.271213502176
2015-04,180.797965768949
2015-05,181.160733661522
2015-06,172.824872188049
2015-07,185.085079578947
2015-08,180.581968686981
2015-09,181.034301440443
2015-10,183.679988742382
2015-11,187.711229552829
2015-12,180.324410241393
2016-01,189.232620673368
2016-02,191.353970305976
2016-03,181.743706846063
2016-04,178.859881864662
2016-05,186.02881234349
2016-06,195.097914858726
2016-07,199.55586089508
2016-08,197.948823538108
2016-09,197.5333776019
2016-10,203.375539262894
2016-11,199.226092547369
2016-12,197.113217078486
2017-01,191.856205271389
2017-02,198.617737691597
2017-03,195.176321008838
2017-04,194.552927532727
2017-05,193.95890456879
2017-06,188.53857920591
2017-07,180.203832418942
2017-08,180.051778488326
2017-09,181.321002670044
2017-10,186.498083382456
2017-11,188.318428878934
2017-12,184.885359474476
2018-01,175.569179209075
2018-02,180.493651488722
2018-03,185.50828741327
2018-04,190.957832066482
2018-05,195.952826515236
2018-06,201.447193017175
2018-07,193.906573749743
2018-08,203.265142003641
2018-09,195.403437631975
2018-10,198.801261215143
2018-11,198.227205065295
2018-12,201.936045302731
2019-01,203.463974800158
2019-02,207.33532402501
2019-03,213.479505449941
2019-04,216.452354442105
2019-05,223.878056535022
2019-06,218.558242511542
2019-07,225.804378240443
2019-08,242.112334386176
2019-09,239.594184921251
2019-10,235.068877785411
2019-11,232.629524592745
2019-12,224.21759057222
2020-01,239.147489836169
2020-02,244.616454828651
2020-03,262.482657595568
2020-04,258.87671726854
2020-05,245.795123515631
2020-06,243.857398547421
2020-07,231.12690724812
2020-08,224.798012277008
2020-09,234.659290293629
2020-10,230.12833289107
2020-11,220.843732787442
2020-12,211.778507664741
