Date,Open,Close,Pct Change_BTC
2012-04-23,4.9,5.0,2.0408163265306145
2012-04-30,5.0,4.9,-1.9999999999999907
2012-05-07,4.9,5.1,4.081632653061207
2012-05-14,5.1,5.0,-1.9607843137254832
2012-05-21,5.0,5.1,2.0000000000000018
2012-05-28,5.1,5.1,0.0
2012-06-04,5.1,5.3,3.9215686274509887
2012-06-11,5.3,5.6,5.660377358490565
2012-06-18,5.6,6.3,12.5
2012-06-25,6.3,6.3,0.0
2012-07-02,6.3,6.8,7.9365079365079305
2012-07-09,6.8,7.0,2.941176470588247
2012-07-16,7.0,8.5,21.42857142857142
2012-07-23,8.5,8.4,-1.17647058823529
2012-07-30,8.4,9.1,8.333333333333325
2012-08-06,9.1,10.9,19.7802197802198
2012-08-13,10.9,12.0,10.091743119266061
2012-08-20,12.0,10.1,-15.833333333333332
2012-08-27,10.1,10.9,7.920792079207928
2012-09-03,10.9,10.5,-3.669724770642202
2012-09-10,10.5,11.2,6.666666666666665
2012-09-17,11.2,11.9,6.25
2012-09-24,11.9,12.1,1.680672268907557
2012-10-01,12.1,12.4,2.4793388429752206
2012-10-08,12.4,11.8,-4.8387096774193505
2012-10-15,11.8,11.8,0.0
2012-10-22,11.8,11.7,-0.8474576271186529
2012-10-29,11.7,10.6,-9.401709401709402
2012-11-05,10.6,10.8,1.8867924528301883
2012-11-12,10.8,11.0,1.8518518518518379
2012-11-19,11.0,11.8,7.272727272727275
2012-11-26,11.8,12.3,4.237288135593209
2012-12-03,12.3,12.7,3.2520325203251987
2012-12-10,12.7,13.4,5.51181102362206
2012-12-17,13.4,13.3,-0.7462686567164201
2012-12-24,13.3,13.4,0.7518796992481258
2012-12-31,13.4,13.5,0.746268656716409
2013-01-07,13.5,13.6,0.7407407407407307
2013-01-14,13.6,14.3,5.147058823529416
2013-01-21,14.3,16.8,17.48251748251748
2013-01-28,16.8,18.7,11.309523809523792
2013-02-04,18.7,20.4,9.090909090909083
2013-02-11,20.4,24.6,20.588235294117663
2013-02-18,24.6,27.0,9.756097560975597
2013-02-25,27.0,30.4,12.592592592592577
2013-03-04,30.4,36.2,19.078947368421062
2013-03-11,36.2,48.4,33.70165745856353
2013-03-18,48.4,51.6,6.6115702479338845
2013-03-25,51.6,73.6,42.635658914728666
2013-04-01,73.6,104.0,41.30434782608696
2013-04-08,104.0,187.5,80.28846153846155
2013-04-15,187.5,82.4,-56.053333333333335
2013-04-22,82.4,127.4,54.61165048543688
2013-04-29,127.4,144.0,13.029827315541587
2013-05-06,144.0,112.3,-22.01388888888889
2013-05-13,112.3,118.0,5.0756901157613665
2013-05-20,118.0,122.0,3.3898305084745672
2013-05-27,122.0,129.8,6.393442622950829
2013-06-03,129.8,120.7,-7.010785824345156
2013-06-10,120.7,106.3,-11.930405965202983
2013-06-17,106.3,101.9,-4.139228598306676
2013-06-24,101.9,102.1,0.19627085377820208
2013-07-01,102.1,88.1,-13.71204701273262
2013-07-08,88.1,76.0,-13.7343927355278
2013-07-15,76.0,98.9,30.13157894736842
2013-07-22,98.9,91.6,-7.381193124368057
2013-07-29,91.6,101.5,10.80786026200875
2013-08-05,101.5,106.7,5.123152709359613
2013-08-12,106.7,106.8,0.09372071227740086
2013-08-19,106.8,118.5,10.95505617977528
2013-08-26,118.5,120.1,1.3502109704641274
2013-09-02,120.1,144.0,19.900083263946723
2013-09-09,144.0,133.1,-7.569444444444451
2013-09-16,133.1,139.4,4.733283245679942
2013-09-23,139.4,133.4,-4.304160688665714
2013-09-30,133.4,141.9,6.371814092953532
2013-10-07,141.9,135.8,-4.298801973220579
2013-10-14,135.8,151.4,11.487481590574378
2013-10-21,151.4,192.8,27.344782034346117
2013-10-28,192.8,206.9,7.313278008298751
2013-11-04,206.9,238.2,15.128081198646681
2013-11-11,238.2,363.0,52.39294710327456
2013-11-18,363.0,785.4,116.36363636363636
2013-11-25,785.4,830.0,5.678635090399808
2013-12-02,830.0,1096.6,32.12048192771084
2013-12-09,1096.6,919.0,-16.195513405070205
2013-12-16,919.0,759.9,-17.312295973884662
2013-12-23,759.9,713.2,-6.1455454665087395
2013-12-30,713.2,804.8,12.84352215367357
2014-01-06,804.8,1012.7,25.83250497017895
2014-01-13,1012.7,922.9,-8.86738422040092
2014-01-20,922.9,956.0,3.5865207498103846
2014-01-27,956.0,943.5,-1.3075313807531352
2014-02-03,943.5,931.7,-1.2506624271330091
2014-02-10,931.7,582.6,-37.46914242782011
2014-02-17,582.6,272.3,-53.26124270511501
2014-02-24,272.3,174.0,-36.09988982739626
2014-03-03,174.0,662.2,280.5747126436782
2014-03-10,662.2,613.0,-7.429779522802782
2014-03-17,613.0,606.4,-1.0766721044045746
2014-03-24,606.4,567.6,-6.398416886543523
2014-03-31,567.6,444.7,-21.652572233967593
2014-04-07,444.7,462.4,3.980211378457388
2014-04-14,462.4,478.4,3.460207612456756
2014-04-21,478.4,495.2,3.511705685618738
2014-04-28,495.2,441.9,-10.763327948303713
2014-05-05,441.9,430.9,-2.489250961756051
2014-05-12,430.9,438.2,1.6941285681132623
2014-05-19,438.2,443.9,1.3007759014148856
2014-05-26,443.9,582.0,31.11061049785988
2014-06-02,582.0,655.5,12.628865979381443
2014-06-09,655.5,644.3,-1.708619374523268
2014-06-16,644.3,599.1,-7.015365512959793
2014-06-23,599.1,591.2,-1.3186446336170832
2014-06-30,591.2,635.1,7.425575101488491
2014-07-07,635.1,613.6,-3.385293654542587
2014-07-14,613.6,618.3,0.7659713168187698
2014-07-21,618.3,625.1,1.0997897460779615
2014-07-28,625.1,587.9,-5.951047832346834
2014-08-04,587.9,592.8,0.8334750807960534
2014-08-11,592.8,575.9,-2.8508771929824483
2014-08-18,575.9,462.2,-19.7430109393992
2014-08-25,462.2,502.9,8.80571181306793
2014-09-01,502.9,477.2,-5.110359912507456
2014-09-08,477.2,475.7,-0.31433361274099125
2014-09-15,475.7,477.7,0.42043304603742726
2014-09-22,477.7,404.1,-15.407159305003137
2014-09-29,404.1,376.8,-6.7557535263548685
2014-10-06,376.8,331.5,-12.022292993630579
2014-10-13,331.5,387.3,16.83257918552037
2014-10-20,387.3,380.4,-1.7815646785437678
2014-10-27,380.4,350.1,-7.96529968454257
2014-11-03,350.1,324.2,-7.3978863181948125
2014-11-10,324.2,367.1,13.232572486119686
2014-11-17,367.1,384.7,4.794333968945774
2014-11-24,384.7,378.9,-1.5076683129711443
2014-12-01,378.9,378.6,-0.07917656373712667
2014-12-08,378.6,365.0,-3.59218172213418
2014-12-15,365.0,345.4,-5.369863013698639
2014-12-22,345.4,330.8,-4.2269832078749126
2014-12-29,330.8,314.1,-5.048367593712211
2015-01-05,314.1,274.8,-12.511938872970397
2015-01-12,274.8,269.3,-2.001455604075686
2015-01-19,269.3,215.9,-19.829186780542152
2015-01-26,215.9,269.2,24.687355257063448
2015-02-02,269.2,238.9,-11.255572065378894
2015-02-09,238.9,220.3,-7.785684386772706
2015-02-16,220.3,235.8,7.035860190649124
2015-02-23,235.8,238.8,1.2722646310432628
2015-03-02,238.8,273.8,14.656616415410383
2015-03-09,273.8,290.0,5.9167275383491535
2015-03-16,290.0,290.4,0.13793103448274113
2015-03-23,290.4,265.5,-8.574380165289252
2015-03-30,265.5,246.8,-7.0433145009416105
2015-04-06,246.8,255.0,3.322528363047006
2015-04-13,255.0,223.6,-12.31372549019608
2015-04-20,223.6,224.2,0.26833631484795006
2015-04-27,224.2,229.0,2.140945584299736
2015-05-04,229.0,239.0,4.366812227074246
2015-05-11,239.0,241.8,1.171548117154808
2015-05-18,241.8,232.6,-3.8047973531844526
2015-05-25,232.6,237.4,2.0636285468615734
2015-06-01,237.4,223.1,-6.02358887952823
2015-06-08,223.1,228.6,2.465262214253694
2015-06-15,228.6,237.0,3.6745406824147064
2015-06-22,237.0,247.5,4.430379746835444
2015-06-29,247.5,257.0,3.838383838383841
2015-07-06,257.0,269.1,4.708171206225686
2015-07-13,269.1,290.4,7.915273132664424
2015-07-20,290.4,277.7,-4.373278236914602
2015-07-27,277.7,293.0,5.509542671948142
2015-08-03,293.0,281.6,-3.890784982935147
2015-08-10,281.6,263.3,-6.498579545454552
2015-08-17,263.3,257.1,-2.3547284466388096
2015-08-24,257.1,211.4,-17.775184753014393
2015-08-31,211.4,229.5,8.561967833491014
2015-09-07,229.5,239.6,4.400871459694988
2015-09-14,239.6,229.9,-4.048414023372282
2015-09-21,229.9,226.3,-1.565898216615913
2015-09-28,226.3,238.9,5.5678303137428165
2015-10-05,238.9,240.1,0.5023022185014492
2015-10-12,240.1,245.4,2.2074135776759762
2015-10-19,245.4,263.8,7.497962510187461
2015-10-26,263.8,285.1,8.0742987111448
2015-11-02,285.1,359.3,26.025955804980704
2015-11-09,359.3,380.2,5.816866128583342
2015-11-16,380.2,330.2,-13.150973172014735
2015-11-23,330.2,322.1,-2.453058752271342
2015-11-30,322.1,378.0,17.354858739521873
2015-12-07,378.0,394.3,4.312169312169312
2015-12-14,394.3,442.0,12.097387775805224
2015-12-21,442.0,437.6,-0.9954751131221684
2015-12-28,437.6,421.8,-3.6106032906764174
2016-01-04,421.8,433.3,2.726410621147468
2016-01-11,433.3,447.7,3.3233325640433797
2016-01-18,447.7,384.4,-14.138932320750508
2016-01-25,384.4,392.8,2.1852237252861784
2016-02-01,392.8,372.2,-5.244399185336057
2016-02-08,372.2,372.6,0.10746910263299547
2016-02-15,372.6,401.1,7.648953301127204
2016-02-22,401.1,437.8,9.149837945649452
2016-02-29,437.8,436.2,-0.3654636820466073
2016-03-07,436.2,414.9,-4.883081155433288
2016-03-14,414.9,414.3,-0.1446131597975353
2016-03-21,414.3,411.1,-0.7723871590634812
2016-03-28,411.1,422.2,2.7000729749452557
2016-04-04,422.2,419.3,-0.6868782567503451
2016-04-11,419.3,421.4,0.5008347245408995
2016-04-18,421.4,427.7,1.4950166112956742
2016-04-25,427.7,461.7,7.949497311199449
2016-05-02,461.7,444.2,-3.790340047649987
2016-05-09,444.2,460.4,3.647005853219265
2016-05-16,460.4,454.9,-1.194613379669851
2016-05-23,454.9,443.7,-2.4620795779292104
2016-05-30,443.7,532.3,19.968447148974523
2016-06-06,532.3,583.6,9.637422506105597
2016-06-13,583.6,700.1,19.96230294722412
2016-06-20,700.1,734.0,4.842165404942156
2016-06-27,734.0,644.7,-12.16621253405994
2016-07-04,644.7,675.2,4.730882581045437
2016-07-11,675.2,646.7,-4.220971563981046
2016-07-18,646.7,670.4,3.6647595484768702
2016-07-25,670.4,654.0,-2.446300715990446
2016-08-01,654.0,607.0,-7.18654434250765
2016-08-08,607.0,589.2,-2.9324546952223973
2016-08-15,589.2,567.0,-3.7678207739307634
2016-08-22,567.0,587.5,3.615520282186946
2016-08-29,587.5,574.2,-2.2638297872340396
2016-09-05,574.2,605.8,5.5033089515847955
2016-09-12,605.8,608.0,0.36315615714757055
2016-09-19,608.0,609.8,0.2960526315789469
2016-09-26,609.8,606.5,-0.5411610364053687
2016-10-03,606.5,611.6,0.8408903544929958
2016-10-10,611.6,617.3,0.931981687377359
2016-10-17,617.3,637.4,3.2561153410011423
2016-10-24,637.4,650.5,2.0552243489174726
2016-10-31,650.5,698.7,7.4096848578016905
2016-11-07,698.7,705.4,0.9589237154715713
2016-11-14,705.4,704.6,-0.11341083073432845
2016-11-21,704.6,736.2,4.4848140789100155
2016-11-28,736.2,733.3,-0.3939146970931895
2016-12-05,733.3,754.3,2.8637665348424823
2016-12-12,754.3,778.5,3.208272570595261
2016-12-19,778.5,789.8,1.4515093127809742
2016-12-26,789.8,898.4,13.750316535831853
2017-01-02,898.4,1017.0,13.201246660730192
2017-01-09,1017.0,899.8,-11.524090462143565
2017-01-16,899.8,827.3,-8.05734607690598
2017-01-23,827.3,921.5,11.386437809742533
2017-01-30,921.5,920.7,-0.08681497558328255
2017-02-06,920.7,1024.7,11.295753231237104
2017-02-13,1024.7,995.4,-2.8593734751634736
2017-02-20,995.4,1077.6,8.257986738999401
2017-02-27,1077.6,1188.8,10.319227913882711
2017-03-06,1188.8,1277.0,7.419246298788695
2017-03-13,1277.0,1238.2,-3.0383711824588877
2017-03-20,1238.2,1047.5,-15.40138911322888
2017-03-27,1047.5,1045.1,-0.22911694510741043
2017-04-03,1045.1,1147.6,9.80767390680317
2017-04-10,1147.6,1206.7,5.149878006273978
2017-04-17,1206.7,1194.0,-1.0524571144443606
2017-04-24,1194.0,1248.2,4.5393634840871
2017-05-01,1248.2,1415.8,13.427335362922598
2017-05-08,1415.8,1664.5,17.566040401186612
2017-05-15,1664.5,1708.9,2.667467708020421
2017-05-22,1708.9,2124.4,24.313886125577856
2017-05-29,2124.4,2278.2,7.239691206929
2017-06-05,2278.2,2705.0,18.73408831533667
2017-06-12,2705.0,2656.8,-1.7818853974121973
2017-06-19,2656.8,2616.8,-1.505570611261664
2017-06-26,2616.8,2446.1,-6.523234484867024
2017-07-03,2446.1,2572.5,5.167409345488738
2017-07-10,2572.5,2344.0,-8.882410106899908
2017-07-17,2344.0,2233.4,-4.718430034129684
2017-07-24,2233.4,2763.4,23.73063490642071
2017-07-31,2763.4,2883.3,4.33885792863864
2017-08-07,2883.3,3401.9,17.986335102139893
2017-08-14,3401.9,4327.9,27.220082894852872
2017-08-21,4327.9,4005.1,-7.458582684442794
2017-08-28,4005.1,4390.3,9.617737384834335
2017-09-04,4390.3,4267.5,-2.7970753707036056
2017-09-11,4267.5,4217.9,-1.1622729935559573
2017-09-18,4217.9,4100.3,-2.788117309561622
2017-09-25,4100.3,3932.8,-4.085066946321003
2017-10-02,3932.8,4401.3,11.912632221318153
2017-10-09,4401.3,4777.5,8.547474609774387
2017-10-16,4777.5,5759.3,20.550497121925694
2017-10-23,5759.3,5903.6,2.5055128227388757
2017-10-30,5903.6,6124.3,3.738396910359776
2017-11-06,6124.3,6959.2,13.632578417125218
2017-11-13,6959.3,6522.5,-6.276493325478139
2017-11-20,6522.5,8244.7,26.40398620160982
2017-11-27,8245.9,9733.2,18.0368425520562
2017-12-04,9732.6,11623.9,19.432628485707816
2017-12-11,11624.4,16732.5,43.942913182615875
2017-12-18,16733.3,18972.3,13.38050474204131
2017-12-25,18971.2,13833.5,-27.08157628405162
2018-01-01,13830.2,13444.9,-2.7859322352532967
2018-01-08,13444.9,14976.2,11.389448787272505
2018-01-15,14976.2,13697.5,-8.538213966159647
2018-01-22,13704.4,10864.8,-20.720352587490154
2018-01-29,10869.0,11244.8,3.4575397920691753
2018-02-05,11244.5,6938.5,-38.29427720218773
2018-02-12,6939.3,8903.5,28.305448676379452
2018-02-19,8906.2,11169.4,25.411511082167458
2018-02-26,11169.7,10285.1,-7.919639739652817
2018-03-05,10287.8,11330.6,10.13627792142151
2018-03-12,11314.2,9137.4,-19.239539693482534
2018-03-19,9138.7,8616.8,-5.7108779148019035
2018-03-26,8614.1,8143.5,-5.463136021174586
2018-04-02,8146.5,7068.4,-13.233904130608243
2018-04-09,7067.2,6781.9,-4.03695947475663
2018-04-16,6782.6,8070.0,18.98092177041253
2018-04-23,8070.0,8952.8,10.939281288723656
2018-04-30,8952.7,9245.1,3.2660538161671804
2018-05-07,9245.1,9431.6,2.0172848319650383
2018-05-14,9373.9,8674.1,-7.465409274688217
2018-05-21,8674.0,8403.3,-3.1208208439013174
2018-05-28,8403.8,7119.3,-15.284752135938495
2018-06-04,7119.3,7504.3,5.407835039961784
2018-06-11,7507.4,6885.9,-8.278498548099211
2018-06-18,6885.9,6719.8,-2.4121756052222554
2018-06-25,6719.8,6256.6,-6.893062293520636
2018-07-02,6256.9,6619.5,5.795202096885044
2018-07-09,6618.6,6667.1,0.7327833680838891
2018-07-16,6668.4,6729.9,0.9222602123447832
2018-07-23,6729.8,7723.0,14.758239472198277
2018-07-30,7723.1,8177.1,5.878468490632005
2018-08-06,8176.4,6943.6,-15.077540237757436
2018-08-13,6943.6,6255.3,-9.912725387407107
2018-08-20,6255.3,6268.1,0.20462647674772683
2018-08-27,6268.1,6897.6,10.04291571608622
2018-09-03,6897.6,7264.2,5.314892136395266
2018-09-10,7264.2,6321.0,-12.984224002643096
2018-09-17,6320.7,6251.9,-1.0884870346638875
2018-09-24,6251.9,6584.1,5.313584670260263
2018-10-01,6590.6,6608.2,0.2670470063423691
2018-10-08,6608.2,6669.6,0.9291486335159416
2018-10-15,6669.6,6699.8,0.45280076766223143
2018-10-22,6712.4,6555.8,-2.3329956498420734
2018-10-29,6558.6,6335.0,-3.409264172231885
2018-11-05,6336.7,6459.7,1.941073429387541
2018-11-12,6460.4,6435.0,-0.3931645099374603
2018-11-19,6435.0,4883.8,-24.105672105672106
2018-11-26,4883.6,3837.0,-21.43091162257351
2018-12-03,3840.3,3897.8,1.4972788584225238
2018-12-10,3899.9,3460.5,-11.266955562963155
2018-12-17,3460.4,3526.1,1.898624436481322
2018-12-24,3526.0,4026.1,14.183210436755523
2018-12-31,4025.6,3709.4,-7.854729729729726
2019-01-07,3709.5,3985.9,7.451138967515836
2019-01-14,3985.8,3638.1,-8.72346831250942
2019-01-21,3637.5,3536.7,-2.7711340206185597
2019-01-28,3536.9,3442.8,-2.6605219259803747
2019-02-04,3442.8,3462.8,0.5809225049378419
2019-02-11,3463.0,3631.8,4.874386370199257
2019-02-18,3631.8,3896.0,7.274629660223586
2019-02-25,3896.4,3833.7,-1.609177702494613
2019-03-04,3833.5,3715.9,-3.0676927090126482
2019-03-11,3715.9,3870.3,4.155117199063496
2019-03-18,3870.3,3990.2,3.0979510632250573
2019-03-25,3990.2,3937.0,-1.3332665029321844
2019-04-01,3937.1,4145.1,5.2830763760128185
2019-04-08,4145.1,5245.2,26.53976984873705
2019-04-15,5245.0,5032.3,-4.055290753098184
2019-04-22,5031.4,5346.7,6.266645466470577
2019-04-29,5346.5,5235.0,-2.0854764799401515
2019-05-06,5235.4,5745.1,9.735645795927738
2019-05-13,5745.5,7806.0,35.86284918631972
2019-05-20,7806.4,7965.3,2.035509325681506
2019-05-27,7965.0,8760.1,9.982423101067184
2019-06-03,8759.4,8124.8,-7.244788455830298
2019-06-10,8118.1,7987.8,-1.6050553700989179
2019-06-17,7987.8,9318.8,16.66291093918224
2019-06-24,9318.9,11046.4,18.53759563897026
2019-07-01,11046.6,10616.6,-3.8926004381438672
2019-07-08,10615.5,12252.6,15.421788893598976
2019-07-15,12250.6,10845.9,-11.466377157037211
2019-07-22,10844.0,10412.5,-3.9791589819254902
2019-07-29,10412.8,9580.9,-7.989205593116166
2019-08-05,9580.0,11816.8,23.348643006263046
2019-08-12,11817.6,11394.2,-3.582791768210125
2019-08-19,11395.0,10910.7,-4.250109697235627
2019-08-26,10911.2,10371.8,-4.943544248112042
2019-09-02,10372.2,10348.8,-0.22560305431829075
2019-09-09,10348.1,10309.0,-0.3778471410210593
2019-09-16,10308.7,10255.5,-0.5160689514681849
2019-09-23,10254.6,9702.2,-5.386850779162522
2019-09-30,9702.7,8284.3,-14.618611314376428
2019-10-07,8285.0,8198.6,-1.0428485214242555
2019-10-14,8198.5,8353.3,1.8881502713911091
2019-10-21,8353.4,8208.2,-1.738214379773495
2019-10-28,8207.4,9207.2,12.181689694665799
2019-11-04,9206.5,9396.4,2.06267311138868
2019-11-11,9396.1,8736.9,-7.01567671693576
2019-11-18,8737.4,8208.4,-6.0544326687572925
2019-11-25,8207.7,7115.6,-13.305798213872343
2019-12-02,7115.5,7298.2,2.5676340383669505
2019-12-09,7298.1,7355.8,0.7906167358627592
2019-12-16,7356.2,6903.5,-6.153992550501619
2019-12-23,6903.5,7322.8,6.073730716303327
2019-12-30,7322.4,7261.8,-0.8275975090134335
2020-01-06,7261.5,7759.1,6.852578668319231
2020-01-13,7759.1,8111.4,4.540475055096582
2020-01-20,8111.2,8641.9,6.542805010356045
2020-01-27,8642.0,8866.6,2.5989354316130475
2020-02-03,8866.6,9296.6,4.849660523763344
2020-02-10,9296.5,9854.1,5.997956220082834
2020-02-17,9854.0,9701.4,-1.5486097016440104
2020-02-24,9701.5,9662.7,-0.3999381538937197
2020-03-02,9662.6,8904.8,-7.842609649576726
2020-03-09,8906.1,7933.0,-10.926219108251656
2020-03-16,7933.0,5030.0,-36.59397453674524
2020-03-23,5030.2,6468.9,28.601248459305783
2020-03-30,6468.8,6391.0,-1.2026960178085577
2020-04-06,6391.1,7332.3,14.72672935801349
2020-04-13,7332.3,6841.3,-6.696398128827241
2020-04-20,6841.8,6833.5,-0.12131310473851853
2020-04-27,6833.4,7766.0,13.647671730031918
2020-05-04,7766.0,8874.7,14.276332732423391
2020-05-11,8874.2,8579.8,-3.317482139235106
2020-05-18,8569.8,9730.7,13.546407150691975
2020-05-25,9730.8,8898.2,-8.556336580753875
2020-06-01,8897.7,10189.3,14.516110905065327
2020-06-08,10190.7,9777.9,-4.050752156377879
2020-06-15,9777.7,9425.4,-3.6030968428158006
2020-06-22,9425.6,9683.7,2.7382872177898587
2020-06-29,9683.9,9185.4,-5.147719410568053
2020-07-06,9186.0,9339.0,1.6655780535597575
2020-07-13,9338.8,9243.6,-1.019402921146173
2020-07-20,9243.1,9162.4,-0.8730837056831642
2020-07-27,9162.3,11022.8,20.306036693843254
2020-08-03,10961.1,11224.4,2.4021311729662154
2020-08-10,11223.8,11889.2,5.928473422548519
2020-08-17,11889.2,12282.6,3.308885374962145
2020-08-24,12283.0,11753.5,-4.310836114955629
2020-08-31,11752.9,11644.2,-0.9248781151885876
2020-09-07,11644.2,10376.9,-10.883529997767138
2020-09-14,10376.9,10675.3,2.8756179591207465
2020-09-21,10675.2,10416.8,-2.4205635491606814
2020-09-28,10419.4,10693.2,2.6277904677812547
2020-10-05,10694.3,10789.5,0.8901938415791566
2020-10-12,10790.2,11533.9,6.892365294433822
2020-10-19,11533.5,11753.4,1.9066198465339967
2020-10-26,11753.9,13061.6,11.125668926909382
2020-11-02,13061.5,13561.4,3.8272786433411143
2020-11-09,13560.5,15327.2,13.028280668116965
2020-11-16,15328.0,16715.8,9.054018789144047
2020-11-23,16715.8,18379.6,9.953457208150374
2020-11-30,18394.6,19698.1,7.086318810955383
2020-12-07,19697.8,19170.7,-2.6759333529632667
2020-12-14,19170.8,19273.8,0.5372754397312551
2020-12-21,19273.9,22728.5,17.923720679260533
2020-12-28,22730.4,27057.8,19.037940379403786
2021-01-04,27065.3,32022.6,18.31607260957757
2021-01-11,32015.4,35544.3,11.022507918064427
2021-01-18,35426.0,36613.2,3.3512109749901153
2021-01-25,36630.6,32252.3,-11.952575169393898
2021-02-01,32244.1,33515.7,3.943667213536739
2021-02-08,33514.0,46395.7,38.43677269200929
2021-02-15,46396.4,47936.3,3.319007509203309
2021-02-22,47934.2,54111.8,12.887666843297696
2021-03-01,54114.1,49595.5,-8.350134253364649
2021-03-08,49595.6,52311.0,5.475082466993042
2021-03-15,52352.4,55791.3,6.56875329497788
2021-03-22,55619.5,54158.3,-2.6271361662726145
2021-03-29,54117.5,57616.2,6.465006698387765
2021-04-05,57614.6,58993.4,2.3931434046231326
2021-04-12,59169.0,59863.8,1.1742635501698517
2021-04-19,59863.6,55646.1,-7.045182715372944
2021-04-26,55645.1,54020.5,-2.9195742302556726
2021-05-03,54011.1,57169.8,5.848242305748275
2021-05-10,57170.6,55848.9,-2.311852595564845
2021-05-17,55846.1,43541.3,-22.033409674086457
2021-05-24,43538.5,38750.6,-10.996933748291749
2021-05-31,38753.6,37298.6,-3.7544899054539504
2021-06-07,37294.3,33578.0,-9.964793547539442
2021-06-14,33574.6,40529.4,20.714468675725108
2021-06-21,40522.5,31692.0,-21.79159726078105
2021-06-28,31682.7,34475.9,8.816167813980513
2021-07-05,34477.3,33687.8,-2.289912493147661
2021-07-12,33688.5,33113.0,-1.7082980839158712
2021-07-19,33106.1,30837.2,-6.853419762521096
